10.24.10.4	2021-12-08 11:40:24 PM	Event:()
10.24.10.4	2021-12-08 11:41:10 PM	Event:()
10.24.10.4	2021-12-09 01:39:27 PM	Event:()
10.24.10.4	2021-12-10 04:53:05 AM	Event:()
10.24.10.4	2021-12-10 08:40:04 PM	Event:()
10.24.10.4	2021-12-11 08:18:46 AM	Event:()
10.24.10.4	2021-12-11 12:44:12 PM	Event:()
10.24.10.4	2021-12-11 05:34:55 PM	Event:()
10.24.10.4	2021-12-12 06:47:49 AM	Event:()
10.24.10.4	2021-12-13 01:40:18 AM	Event:()
10.24.10.4	2021-12-13 09:41:03 PM	Event:()
10.24.10.4	2021-12-14 05:54:58 PM	Event:()
10.24.10.4	2021-12-15 03:37:37 PM	Event:()
10.24.10.4	2021-12-16 12:50:04 PM	Event:()
10.24.10.4	2021-12-17 05:49:41 AM	Event:()
10.24.10.4	2021-12-24 12:17:10 PM	Event:()
10.24.10.11	2021-12-25 12:51:05 AM	Event:()
10.24.10.4	2021-12-25 10:13:02 AM	Event:()
10.24.10.4	2021-12-25 10:13:05 AM	Event:()
10.24.10.4	2021-12-25 10:13:33 AM	Event:(RM3 R2 Turned On)
10.24.10.4	2021-12-25 10:13:36 AM	Event:(RM3 R2 Turned Off)
10.24.10.4	2021-12-28 01:12:16 PM	Event:()
10.24.10.4	2022-01-02 04:30:10 AM	Event:()
10.24.10.4	2022-01-02 10:12:01 PM	Event:()
10.24.10.4	2022-01-07 11:03:54 AM	Event:()
10.24.10.4	2022-01-07 11:03:58 AM	Event:()
10.24.10.4	2022-01-08 09:04:27 AM	Event:()
10.24.10.11	2022-01-10 12:40:52 AM	Event:()
10.24.10.11	2022-01-10 12:43:04 AM	Event:()
10.24.10.4	2022-01-10 03:21:25 PM	Event:()
30.72.30.25	2022-01-13 08:42:09 PM	Event:()
30.72.30.25	2022-01-13 08:42:20 PM	Event:(RM3 R2 Turned Off)
30.72.30.25	2022-01-13 08:42:27 PM	Event:()
30.72.30.25	2022-01-13 08:42:40 PM	Event:()
30.72.30.25	2022-01-13 09:51:18 PM	Event:()
30.72.30.25	2022-01-13 09:51:19 PM	Event:()
30.72.30.25	2022-01-13 09:51:19 PM	Event:()
30.72.30.25	2022-01-13 09:51:25 PM	Event:(RM3 R1 Turned Off)
30.72.30.18	2022-01-14 09:12:51 AM	Event:()
157.40.169.111	2022-01-15 02:29:26 AM	Event:()
10.24.10.254	2022-01-15 02:41:06 AM	Event:()
10.24.10.254	2022-01-17 09:07:38 AM	Event:()
10.24.10.254	2022-01-17 11:26:19 PM	Event:()
10.24.10.254	2022-01-19 10:12:19 AM	Event:()
10.24.10.254	2022-01-19 04:18:04 PM	Event:()
10.24.10.254	2022-01-19 04:18:17 PM	Event:(RM3 R2 Turned Off)
10.24.10.254	2022-01-19 04:19:21 PM	Event:(RM3 R2 Turned Off)
10.24.10.254	2022-01-19 04:19:27 PM	Event:()
10.24.10.254	2022-01-19 04:44:52 PM	Event:()
10.24.10.254	2022-01-19 04:44:56 PM	Event:(RM3 R2 Turned Off)
10.24.10.254	2022-01-19 04:45:00 PM	Event:(RM3 R1 Turned Off)
30.72.30.6	2022-01-27 07:03:31 AM	Event:()
30.72.30.6	2022-01-27 07:03:42 AM	Event:(RM3 R1 Turned On)
30.72.30.6	2022-01-27 07:14:52 AM	Event:()
30.72.30.6	2022-01-27 07:19:45 AM	Event:()
30.72.30.6	2022-01-27 07:20:40 AM	Event:()
30.72.30.6	2022-01-27 07:29:42 AM	Event:()
30.72.30.6	2022-01-27 09:07:05 AM	Event:()
30.72.30.6	2022-01-27 09:07:12 AM	Event:()
30.72.30.6	2022-01-27 09:47:45 AM	Event:()
10.24.10.1	2022-01-27 04:33:58 PM	Event:()
10.24.10.2	2022-01-27 05:33:51 PM	Event:()
30.72.30.6	2022-01-27 06:15:48 PM	Event:(RM3 R1 Turned Off)
10.24.10.254	2022-01-28 12:50:27 AM	Event:()
10.24.10.3	2022-01-28 12:59:04 AM	Event:()
10.24.10.3	2022-01-28 01:00:27 AM	Event:()
10.24.10.254	2022-01-28 01:02:05 AM	Event:()
10.24.10.3	2022-01-28 02:58:20 AM	Event:()
10.24.10.3	2022-01-28 03:02:50 AM	Event:()
10.24.10.3	2022-01-28 01:38:57 PM	Event:()
30.72.30.5	2022-01-29 10:46:55 AM	Event:()
10.24.10.254	2022-01-29 10:47:11 AM	Event:()
10.24.10.254	2022-01-29 10:47:28 AM	Event:(RM3 R1 Turned On)
10.24.10.254	2022-01-29 11:16:35 AM	Event:(RM3 R1 Turned Off)
10.24.10.3	2022-01-29 07:35:18 PM	Event:()
10.24.10.3	2022-01-29 07:35:24 PM	Event:(RM3 R1 Turned On)
10.24.10.3	2022-01-29 07:48:27 PM	Event:(RM3 R1 Turned Off)
10.24.10.254	2022-01-30 01:08:20 AM	Event:()
10.24.10.254	2022-01-30 09:53:28 AM	Event:()
10.24.10.254	2022-01-30 04:12:35 PM	Event:()
10.24.10.3	2022-01-31 02:11:26 AM	Event:()
10.24.10.3	2022-01-31 02:11:44 AM	Event:()
10.24.10.2	2022-01-31 01:46:13 PM	Event:()
10.24.10.2	2022-01-31 01:46:19 PM	Event:(RM3 R1 Turned Off)
10.24.10.254	2022-02-01 12:52:26 AM	Event:()
10.24.10.254	2022-02-01 12:52:34 AM	Event:(RM3 R1 Turned Off)
10.24.10.254	2022-02-01 12:53:16 AM	Event:(RM3 R1 Turned Off)
10.24.10.2	2022-02-01 08:21:49 AM	Event:()
10.24.10.2	2022-02-01 08:21:58 AM	Event:(RM3 R1 Turned Off)
10.24.10.254	2022-02-02 09:24:38 PM	Event:()
10.24.10.254	2022-02-02 09:24:46 PM	Event:(RM3 R1 Turned On)
10.24.10.254	2022-02-02 09:24:53 PM	Event:()
10.24.10.254	2022-02-02 09:34:47 PM	Event:()
10.24.10.254	2022-02-02 09:34:55 PM	Event:()
10.24.10.254	2022-02-02 09:35:03 PM	Event:()
10.24.10.254	2022-02-02 09:35:11 PM	Event:()
10.24.10.254	2022-02-02 09:35:31 PM	Event:()
10.24.10.254	2022-02-02 09:35:34 PM	Event:()
10.24.10.254	2022-02-02 09:35:36 PM	Event:()
